,index,title,href,body,date
200,200,Ganjar Pranowo on Twitter,https://twitter.com/ganjarpranowo/status/1637240434207649793,"Ganjar Pranowo. @ganjarpranowo. Banyak sekali pelajaran filosofis yang diajarkan Sunan Drajat. Di antaranya Menehana teken marang wong kang wuto, menehana mangan marang wong kang luwe, menehana busana marang wong kang wudo, menehana ngiyup marang wong kang kudapan. ... Asal melihat Pak Ganjar hati ademm. Panjenengan niku kados mase kulo Pak. 2 ...",3/18/2023
201,201,"KITA Dukung Pakde Jokowi sampai 2024💪 on Twitter: ""Dimana saja Pak ...",https://twitter.com/Sherin_Tiara/status/1637092682475642881,"Dimana saja Pak Ganjar Pranowo berada masyarakat pasti berebut minta Selfie dan berjabat tangan. Pemimpin yg dicintai masyarakat ya sprti ini lho, murni tanpa dibuat2 dan direkayasa kaya sebelah 😆 Btw ini video saat Pak Ganjar berziarah ke Makam Wali Songo😍 #GANTARI .",3/18/2023
202,202,"Dina Suari on Twitter: ""RT @DinaSuari3: Pak Ganjar pemimpin cerdas dan ...",https://twitter.com/DinaSuari3/status/1637012102325092352,"""RT @DinaSuari3: Pak Ganjar pemimpin cerdas dan melek Teknologi. kiky pecat nakes boti bencong bpjs daddies ramadhan jinni bawaslu sore 韓国…""",3/18/2023
203,203,GP24P on Twitter,https://twitter.com/KakekHalal/status/1642122637672615939,"""Sekjen @PDI_Perjuangan Hasto Kristiyanto membela kadernya, Gubernur Jateng Ganjar Pranowo &amp; Gubernur Bali I Wayan Koster yang menolak timnas Israel berlaga di Piala Dunia U-20 di Indonesia. Menurut Hasto, penolakan Ganjar &amp; Koster justru menunjukkan sikap kokoh seorang pemimpin.""",4/1/2023
204,204,"PanditFootball.com on Twitter: ""Serangan balik netizen. Kolom komentar ...",https://twitter.com/panditfootball/status/1642126802389995520,"Serangan balik netizen. Kolom komentar Gubernur Jawa Tengah, Ganjar Pranowo, dibanjiri netizen yang merasa kecewa atas pencopotan Indonesia sebagai tuan rumah Piala Dunia U-20 2023. 01 Apr 2023 11:28:33",4/1/2023
205,205,"Aldy Fatih on Twitter: ""@MunirForRI1 @Hari_shevchenko @Bolalob Ganjar ...",https://twitter.com/aldyfatih1/status/1642187517167550465,"Ganjar , Koster PDIP kadrun? Wkwk. 3:29 PM · Apr 1, 2023 ... Mohammed Rashid, mengenakan jersey timnas Indonesia saat mengangkat trofi juara Yasser Arafat Cup 2023. Hal ini dilakukan sebagai bentuk apresiasi nya kepada masyarakat Indonesia yang menurutnya luar biasa. 135. 635. 6,276. Hari",4/1/2023
206,206,Winda_Handayanie on Twitter,https://twitter.com/HandayanieWinda/status/1643248128546734086,"""@ivan_flow69 @MataNajwa @ganjarpranowo pak ganjar hanya menjalankan apa yang seharusnya dijalankan sebagai seorang pemimpin daerah. semangat terus pak Ganjar.. saya ttp percaya anda bisa jadi yang terbaik untuk negara ini""",4/1/2023
207,207,"membangunnegri62 on Twitter: ""Benar-benar sosok pemimpin idaman rakyat ...",https://twitter.com/membangunnegri1/status/1641984035516993536,"""Benar-benar sosok pemimpin idaman rakyat. April Mop Inisial R jokowi resmikan kek lido Koster Selamat PSM U-20 Maret Amanda #Ganjar #ganjarpranowo #GanjarHebat #Bantuan #เอ๋ชนม์สวัสดิ์ #KamiSudahBerkorban #thankyouPikamee #IPL2023OpeningCeremony #letsdance""",4/1/2023
208,208,"Winda_Handayanie on Twitter: ""@marpaung913 @MataNajwa pak ganjar hanya ...",https://twitter.com/HandayanieWinda/status/1643248738864074753,"""@marpaung913 @MataNajwa pak ganjar hanya menjalankan apa yang seharusnya dijalankan sebagai seorang pemimpin daerah. semangat terus pak Ganjar.. saya ttp percaya anda bisa jadi yang terbaik untuk negara ini""",4/1/2023
0,0,"Sahabat Ganjar Jambi on Instagram: ""Ganjar pemimpin dengan sosok ...",https://www.instagram.com/p/Cm3KrJSPKey/,"0 Likes, 0 Comments - Sahabat Ganjar Jambi (@sahabatganjar_jambi) on Instagram: ""Ganjar pemimpin dengan sosok merakyat! #ganjarpranowo #ganjar_pranowo #ganjarkita…""",1/1/2023
1,1,"TugimanGP on Instagram: ""Ganjar Pranowo Presidenku #ganjarpranowo # ...",https://www.instagram.com/p/Cm3Slj9N2Im/,"101 Likes, 4 Comments - TugimanGP (@tugimangp) on Instagram: ""Ganjar Pranowo Presidenku #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia…""",1/1/2023
2,2,"Radio Timur on Instagram: ""Ganjar Pranowo sosok pemimpin yang merakyat ...",https://www.instagram.com/p/Cm3b2dVPTWN/,"800 Likes, 30 Comments - Radio Timur (@radio_timur) on Instagram: ""Ganjar Pranowo sosok pemimpin yang merakyat #ganjarpranowo #ganjar_pranowo #ganjarkita…""",1/1/2023
3,3,"SAHABAT GANJAR JAWA TIMUR on Instagram: ""Doa terbaik santri Jatim untuk ...",https://www.instagram.com/p/Cm3VLjzJOPM/,"2,498 Likes, 4 Comments - SAHABAT GANJAR JAWA TIMUR (@sahabatganjarjatim) on Instagram: ""Doa terbaik santri Jatim untuk pak Ganjar pemimpin merakyat #ganjarpranowo #ganjar_pranowo…""",1/1/2023
4,4,"NTT&ganjar basodara on Instagram: ""Warga butuh pemimpin kek pak ganjar ...",https://www.instagram.com/p/Cm3ctQGyVDG/,"897 Likes, 30 Comments - NTT&ganjar basodara (@mincebabu) on Instagram: ""Warga butuh pemimpin kek pak ganjar #ganjarpranowo #ganjar_pranowo #ganjarkita…""",1/1/2023
5,5,pinterpolitik on Instagram: Dengan rendahnya elektabilitas Puan ...,https://www.instagram.com/p/Cm8rQNngOkW/,"Dengan rendahnya elektabilitas Puan Maharani, berbagai pihak menilai PDIP tidak rasional apabila mengusung sang Ketua DPR RI di Pilpres 2024. ... Tetap ganjar yg bakal diusung. 2d. 1 like. Reply. trywidhiyoko. Oohhhh silahkan pengamat atau survai merendahkan Puan, tapi ingat! klo PDIP pemenang Pemilu... 2d. Reply. albert.9905. Puan for capres ...",1/2/2023
6,6,asumsico on Instagram: Ganjar Pranowo disebut telah diberi kode dari ...,https://www.instagram.com/p/Cm8f8KtPPnH/,asumsico • Original audio. Original audio. 692 likes likes,1/2/2023
7,7,pinterpolitik on Instagram: Dengan rendahnya elektabilitas Puan ...,https://www.instagram.com/p/Cm8rQNngOkW/,"Dengan rendahnya elektabilitas Puan Maharani, berbagai pihak menilai PDIP tidak rasional apabila mengusung sang Ketua DPR RI di Pilpres 2024. ... Tetap ganjar yg bakal diusung. 2d. 1 like. Reply. trywidhiyoko. Oohhhh silahkan pengamat atau survai merendahkan Puan, tapi ingat! klo PDIP pemenang Pemilu... 2d. Reply. albert.9905. Puan for capres ...",1/3/2023
8,8,"Asumsi on Instagram: ""Indikator Politik Indonesia merilis survei ...",https://www.instagram.com/p/Cm_i1VqvQLH/,"Indikator Politik Indonesia merilis survei elektabilitas bakal calon presiden (capres) 2024. Hasilnya, Gubenur Jawa Tengah Ganjar Pranowo dan Menteri Pertahanan Prabowo Subianto alami peningkatan elektabilitas. Sedangkan elektabilitas Anies Baswedan turun. Ketiganya bersaing di semua simulasi nama-nama kandidat presiden.",1/3/2023
9,9,asumsico on Instagram: Ganjar Pranowo disebut telah diberi kode dari ...,https://www.instagram.com/p/Cm8f8KtPPnH/,asumsico • Original audio. Original audio. 692 likes likes,1/3/2023
10,10,"Narendra_Bintang_Permana on Instagram: ""⚜️ @ganjar_pranowo ...",https://www.instagram.com/p/Cm-kPjZLRDs/,"1,923 Likes, 3 Comments - Narendra_Bintang_Permana (@narendra_bintang_p) on Instagram: ""⚜️ @ganjar_pranowo @ariefrohman838 @atikoh.s @jokowi @komunitas_pramuka_indonesia…""",1/3/2023
11,11,"Asumsi on Instagram: ""Indikator Politik Indonesia merilis survei ...",https://www.instagram.com/p/Cm_i1VqvQLH/,"Indikator Politik Indonesia merilis survei elektabilitas bakal calon presiden (capres) 2024. Hasilnya, Gubenur Jawa Tengah Ganjar Pranowo dan Menteri Pertahanan Prabowo Subianto alami peningkatan elektabilitas. Sedangkan elektabilitas Anies Baswedan turun. Ketiganya bersaing di semua simulasi nama-nama kandidat presiden.",1/4/2023
12,12,"Narendra_Bintang_Permana on Instagram: ""⚜️ @ganjar_pranowo ...",https://www.instagram.com/p/Cm-kPjZLRDs/,"1,923 Likes, 3 Comments - Narendra_Bintang_Permana (@narendra_bintang_p) on Instagram: ""⚜️ @ganjar_pranowo @ariefrohman838 @atikoh.s @jokowi @komunitas_pramuka_indonesia…""",1/4/2023
13,13,"INFO KONSER JOGJA on Instagram: ""HARI INI!!!! Ganjar Pranowo Festival ...",https://www.instagram.com/p/CnGLLxzvHDy/,"HARI INI!!!! Ganjar Pranowo Festival #6 di Lapangan Parkir Mandala Krida, Yogyakarta. Banyak doorprize dan acara ini GRATIIISS!!! Yuk, langsung datang aja ke acara Ganjar Pranowo Festival #6, karena acara sudah dimulai dari jam 14.00 siang ini. Acara ini akan diisi oleh Stevan Pasaribu, Ndx, Abah Lala, Dewi Perssik, Aldi Taher, Sera, Hana Monina, & Ivha Berlian.",1/6/2023
14,14,"@ganjar_official.88 on Instagram: ""Ganjar pemimpin dengan ide ide…""",https://www.instagram.com/p/CnJL-GiLVwH/,"10.1k Likes, 33 Comments - @ganjar_official.88 on Instagram: ""Ganjar pemimpin dengan ide ide hebat #ganjarpranowo #ganjar_pranowo #ganjarkita…""",1/7/2023
15,15,"INFO KONSER JOGJA on Instagram: ""HARI INI!!!! Ganjar Pranowo Festival ...",https://www.instagram.com/p/CnGLLxzvHDy/,"HARI INI!!!! Ganjar Pranowo Festival #6 di Lapangan Parkir Mandala Krida, Yogyakarta. Banyak doorprize dan acara ini GRATIIISS!!! Yuk, langsung datang aja ke acara Ganjar Pranowo Festival #6, karena acara sudah dimulai dari jam 14.00 siang ini. Acara ini akan diisi oleh Stevan Pasaribu, Ndx, Abah Lala, Dewi Perssik, Aldi Taher, Sera, Hana Monina, & Ivha Berlian.",1/7/2023
16,16,Presiden Jokowi malam minggu bersama keluarga di Malioboro. - Instagram,https://www.instagram.com/p/CnI7AT8I3TC/,ganjarsahabatrakyat • Original audio,1/7/2023
17,17,"@ganjar_official.88 on Instagram: ""Ganjar pemimpin dengan ide ide…""",https://www.instagram.com/p/CnJL-GiLVwH/,"10.1k Likes, 33 Comments - @ganjar_official.88 on Instagram: ""Ganjar pemimpin dengan ide ide hebat #ganjarpranowo #ganjar_pranowo #ganjarkita…""",1/8/2023
18,18,"Remaja Sosmed on Instagram: ""GBB Banten Siap Bantu Menangkan Ganjar di ...",https://www.instagram.com/p/CnLumPKrlgi/,"9,963 Likes, 49 Comments - Remaja Sosmed (@remajasosmed1) on Instagram: ""GBB Banten Siap Bantu Menangkan Ganjar di Pilpres 2024. #ganjarpranowo #ganjar_pranowo #ganjarkita…""",1/8/2023
19,19,Presiden Jokowi malam minggu bersama keluarga di Malioboro. - Instagram,https://www.instagram.com/p/CnI7AT8I3TC/,ganjarsahabatrakyat • Original audio,1/8/2023
20,20,lomba_online - Instagram,https://www.instagram.com/p/CnOeDDJydXA/,"Sebagai persyaratan untuk mengikuti Lomba Hackathon dari Sahabat Ganjar yaitu:-Peserta merupakan mahasiswa/i aktif setingkat D3/D4/S1-Setiap Universitas boleh mengirimkan lebih dari 1 Tim, (Setiap timnya beranggotakan 3 orang)-Peserta wajib mengikuti Seminar Jika kamu ingin informasi tambahan, kalian bisa menghubungi Whatsapp: Admin 1: 0899 ...",1/9/2023
21,21,"Remaja Sosmed on Instagram: ""GBB Banten Siap Bantu Menangkan Ganjar di ...",https://www.instagram.com/p/CnLumPKrlgi/,"9,963 Likes, 49 Comments - Remaja Sosmed (@remajasosmed1) on Instagram: ""GBB Banten Siap Bantu Menangkan Ganjar di Pilpres 2024. #ganjarpranowo #ganjar_pranowo #ganjarkita…""",1/9/2023
22,22,"Jian Jumir on Instagram: ""Ganjar pemimpin yang dekat dengan rakyat # ...",https://www.instagram.com/p/CnOPRJKLg4D/,"0 Likes, 0 Comments - Jian Jumir (@jianjumir) on Instagram: ""Ganjar pemimpin yang dekat dengan rakyat #ganjarpranowo #ganjar_pranowo #ganjarkita…""",1/9/2023
23,23,"GANJAR SAHABAT RAKYAT on Instagram: ""Presiden Joko Widodo dan PM ...",https://www.instagram.com/p/CnQGAV1h_Lz/,"23 Likes, 0 Comments - GANJAR SAHABAT RAKYAT (@ganjarsahabatrakyat) on Instagram: ""Presiden Joko Widodo dan PM Malaysia Anwar Ibrahim sepakat bekerja sama memerangi diskriminasi…""",1/9/2023
24,24,lomba_online - Instagram,https://www.instagram.com/p/CnOeDDJydXA/,"Sebagai persyaratan untuk mengikuti Lomba Hackathon dari Sahabat Ganjar yaitu:-Peserta merupakan mahasiswa/i aktif setingkat D3/D4/S1-Setiap Universitas boleh mengirimkan lebih dari 1 Tim, (Setiap timnya beranggotakan 3 orang)-Peserta wajib mengikuti Seminar Jika kamu ingin informasi tambahan, kalian bisa menghubungi Whatsapp: Admin 1: 0899 ...",1/10/2023
25,25,"Jian Jumir on Instagram: ""Ganjar pemimpin yang dekat dengan rakyat # ...",https://www.instagram.com/p/CnOPRJKLg4D/,"0 Likes, 0 Comments - Jian Jumir (@jianjumir) on Instagram: ""Ganjar pemimpin yang dekat dengan rakyat #ganjarpranowo #ganjar_pranowo #ganjarkita…""",1/10/2023
26,26,"GANJAR SAHABAT RAKYAT on Instagram: ""Presiden Joko Widodo dan PM ...",https://www.instagram.com/p/CnQGAV1h_Lz/,"23 Likes, 0 Comments - GANJAR SAHABAT RAKYAT (@ganjarsahabatrakyat) on Instagram: ""Presiden Joko Widodo dan PM Malaysia Anwar Ibrahim sepakat bekerja sama memerangi diskriminasi…""",1/10/2023
27,27,"Fix Ganjar on Instagram: ""Pemimpin bijaksana jadi panutan kaum pemuda",https://www.instagram.com/p/CnS_E7DStCs/,"20 Likes, 0 Comments - Fix Ganjar (@fixganjar) on Instagram: ""Pemimpin bijaksana jadi panutan kaum pemuda. . . . . . . . . . . . . . . . . #ganjar #jokowidodo…""",1/11/2023
28,28,lensa_ganjar on Instagram: Pak Ganjar Suami dan Pemimpin Idaman,https://www.instagram.com/p/CnTHbNYor3N/,Meghan Trainor • Made You Look (Joel Corry Remix) | 🇮🇩• Effect,1/11/2023
29,29,"Glad Kir on Instagram: ""Ganjar seorang pemimpin visioner #ganjarpranowo ...",https://www.instagram.com/p/CnWPrepyq6T/,"0 Likes, 0 Comments - Glad Kir (@glad_kir) on Instagram: ""Ganjar seorang pemimpin visioner #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia…""",1/12/2023
30,30,"Fix Ganjar on Instagram: ""Pemimpin bijaksana jadi panutan kaum pemuda",https://www.instagram.com/p/CnS_E7DStCs/,"20 Likes, 0 Comments - Fix Ganjar (@fixganjar) on Instagram: ""Pemimpin bijaksana jadi panutan kaum pemuda. . . . . . . . . . . . . . . . . #ganjar #jokowidodo…""",1/12/2023
31,31,"Lensa Ganjar on Instagram: ""Pemimpin yang terus mencari solusi dan tak ...",https://www.instagram.com/p/CnV5_wgy3RV/,"27 Likes, 0 Comments - Lensa Ganjar (@lensa_ganjar) on Instagram: ""Pemimpin yang terus mencari solusi dan tak mau menyalahkan orang ataupun alam",1/12/2023
32,32,"@ganjar_official.88 on Instagram: ""Indonesia butuh pemimpin seperti Pak ...",https://www.instagram.com/p/CnWKdVqrI-M/,"6 Likes, 5 Comments - @ganjar_official.88 on Instagram: ""Indonesia butuh pemimpin seperti Pak Ganjar #ganjarpranowo #ganjar_pranowo #ganjarkita…""",1/12/2023
33,33,lensa_ganjar on Instagram: Pak Ganjar Suami dan Pemimpin Idaman,https://www.instagram.com/p/CnTHbNYor3N/,Meghan Trainor • Made You Look (Joel Corry Remix) | 🇮🇩• Effect,1/12/2023
34,34,"Ganjar Post on Instagram: ""Pemimpin yang terus mencari solusi dan tak ...",https://www.instagram.com/p/CnVj2scv-7O/,"19 Likes, 1 Comments - Ganjar Post (@ganjarpost) on Instagram: ""Pemimpin yang terus mencari solusi dan tak mau menyalahkan orang ataupun alam. . . . . . . . . . .…""",1/12/2023
35,35,Pemimpin Indonesia Prediksi Kiky Saputri - Instagram,https://www.instagram.com/p/CnYXggmLBOI/,liputan6 • Original audio,1/13/2023
36,36,"Lensa Ganjar on Instagram: ""Pemimpin yang terus mencari solusi dan tak ...",https://www.instagram.com/p/CnV5_wgy3RV/,"27 Likes, 0 Comments - Lensa Ganjar (@lensa_ganjar) on Instagram: ""Pemimpin yang terus mencari solusi dan tak mau menyalahkan orang ataupun alam",1/13/2023
37,37,"@ganjar_official.88 on Instagram: ""Indonesia butuh pemimpin seperti Pak ...",https://www.instagram.com/p/CnWKdVqrI-M/,"6 Likes, 5 Comments - @ganjar_official.88 on Instagram: ""Indonesia butuh pemimpin seperti Pak Ganjar #ganjarpranowo #ganjar_pranowo #ganjarkita…""",1/13/2023
38,38,"Glad Kir on Instagram: ""Ganjar seorang pemimpin visioner #ganjarpranowo ...",https://www.instagram.com/p/CnWPrepyq6T/,"0 Likes, 0 Comments - Glad Kir (@glad_kir) on Instagram: ""Ganjar seorang pemimpin visioner #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia…""",1/13/2023
39,39,"Ganjar Post on Instagram: ""Pemimpin yang terus mencari solusi dan tak ...",https://www.instagram.com/p/CnVj2scv-7O/,"19 Likes, 1 Comments - Ganjar Post (@ganjarpost) on Instagram: ""Pemimpin yang terus mencari solusi dan tak mau menyalahkan orang ataupun alam. . . . . . . . . . .…""",1/13/2023
40,40,"Ganjar Pranowo RI1 🇮🇩 on Instagram: ""Lembaga survey Surabaya Survei ...",https://www.instagram.com/p/Cna0sKUJqXs/,"644 Likes, 41 Comments - Ganjar Pranowo RI1 🇮🇩 (@ganjarpranowo.ri1) on Instagram: ""Lembaga survey Surabaya Survei Center (SSC) merilis hasil survei elektabilitas Capres terkait…""",1/14/2023
41,41,Pemimpin Indonesia Prediksi Kiky Saputri,https://www.instagram.com/p/CnYXggmLBOI/,liputan6 • Original audio,1/14/2023
42,42,"Sahabat Ganjar Samarinda Official's Instagram post: ""Bukti tanggung ...",https://www.instagram.com/p/CnbOm2hLKQW/,sahabatganjar_samarinda • Original audio,1/14/2023
43,43,"Ganjar Pranowo RI1 🇮🇩 on Instagram: ""Lembaga survey Surabaya Survei ...",https://www.instagram.com/p/Cna0sKUJqXs/,"644 Likes, 41 Comments - Ganjar Pranowo RI1 🇮🇩 (@ganjarpranowo.ri1) on Instagram: ""Lembaga survey Surabaya Survei Center (SSC) merilis hasil survei elektabilitas Capres terkait…""",1/15/2023
44,44,"Sahabat Ganjar Samarinda Official's Instagram post: ""Bukti tanggung ...",https://www.instagram.com/p/CnbOm2hLKQW/,sahabatganjar_samarinda • Original audio,1/15/2023
45,45,reza.lemu on Instagram: Berkat Lapak Ganjar yang di inisiasi Gubernur ...,https://www.instagram.com/p/CnmJvXCqNZs/,reza.lemu • Original audio,1/18/2023
46,46,"GANJAR SAHABAT RAKYAT on Instagram: ""Gubernur Jawa Tengah Ganjar ...",https://www.instagram.com/p/CoIlLjKJbRK/,"59 Likes, 1 Comments - GANJAR SAHABAT RAKYAT (@ganjarsahabatrakyat) on Instagram: ""Gubernur Jawa Tengah Ganjar Pranowo banyak menerima laporan melalui aplikasi Whatsapp terkait…""",2/1/2023
47,47,"Sorotan Ganjar on Instagram: ""Pemimpin yg pernah merasakan apa yg ...",https://www.instagram.com/p/CoHPihTpDI4/,BUNDA CORLA • NO COMMENT | jupiter Effect,2/1/2023
48,48,"Ganjar GO R1 1 on Instagram: ""Pak Ganjar pemimpin yang tulus cinta ...",https://www.instagram.com/p/CoOg7dwLfpu/,"122 Likes, 2 Comments - Ganjar GO R1 1 (@ganjargo_ri1) on Instagram: ""Pak Ganjar pemimpin yang tulus cinta rakyat, pasti akan menjadi pilihan rakyat",2/3/2023
49,49,"Jagonya Nusantara on Instagram: ""Pak Ganjar pemimpin yang tulus cinta ...",https://www.instagram.com/p/CoOg37qPxZ8/,"96 Likes, 10 Comments - Jagonya Nusantara (@jagonyanusantara) on Instagram: ""Pak Ganjar pemimpin yang tulus cinta rakyat, pasti akan menjadi pilihan rakyat",2/3/2023
50,50,"Ganjar GO R1 1 on Instagram: ""Pak Ganjar pemimpin yang tulus cinta ...",https://www.instagram.com/p/CoOg7dwLfpu/,"122 Likes, 2 Comments - Ganjar GO R1 1 (@ganjargo_ri1) on Instagram: ""Pak Ganjar pemimpin yang tulus cinta rakyat, pasti akan menjadi pilihan rakyat",2/4/2023
51,51,"Jagonya Nusantara on Instagram: ""Pak Ganjar pemimpin yang tulus cinta ...",https://www.instagram.com/p/CoOg37qPxZ8/,"96 Likes, 10 Comments - Jagonya Nusantara (@jagonyanusantara) on Instagram: ""Pak Ganjar pemimpin yang tulus cinta rakyat, pasti akan menjadi pilihan rakyat",2/4/2023
52,52,"GANJAR SAHABAT RAKYAT on Instagram: ""Masyarakat Lampung melakukan ...",https://www.instagram.com/p/CoVkB81PMf8/,"76 Likes, 1 Comments - GANJAR SAHABAT RAKYAT (@ganjarsahabatrakyat) on Instagram: ""Masyarakat Lampung melakukan pernyataan sikap bersama untuk pemberian dukungan kepada Ganjar…""",2/5/2023
53,53,"Total Politik on Instagram: ""Ketua Umum Relawan Jokowi Mania (JoMan ...",https://www.instagram.com/p/CoWwCUFJg3J/,"Noel menyebut agenda pembubaran relawan Ganjar Pranowo Mania digelar Kamis depan di kawasan Kebayoran Baru, Jakarta Selatan. Noel memastikan tidak lagi menjadi pendukung Ganjar Pranowo. Selain Ganjar, Menhan Prabowo Subianto dan Anies Baswedan merupakan tokoh dengan elektabilitas tertinggi sebagai capres 2024 di sejumlah lembaga survei.",2/6/2023
54,54,"GANJAR SAHABAT RAKYAT on Instagram: ""Masyarakat Lampung melakukan ...",https://www.instagram.com/p/CoVkB81PMf8/,"76 Likes, 1 Comments - GANJAR SAHABAT RAKYAT (@ganjarsahabatrakyat) on Instagram: ""Masyarakat Lampung melakukan pernyataan sikap bersama untuk pemberian dukungan kepada Ganjar…""",2/6/2023
55,55,"Total Politik on Instagram: ""Ketua Umum Relawan Jokowi Mania (JoMan ...",https://www.instagram.com/p/CoWwCUFJg3J/,"Noel menyebut agenda pembubaran relawan Ganjar Pranowo Mania digelar Kamis depan di kawasan Kebayoran Baru, Jakarta Selatan. Noel memastikan tidak lagi menjadi pendukung Ganjar Pranowo. Selain Ganjar, Menhan Prabowo Subianto dan Anies Baswedan merupakan tokoh dengan elektabilitas tertinggi sebagai capres 2024 di sejumlah lembaga survei.",2/7/2023
56,56,orangmudaganjar.kalteng on Instagram: Jangan ragu memilih sosok ...,https://www.instagram.com/p/CoZqOuRgAUz/,orangmudaganjar.kalteng • Original audio,2/7/2023
57,57,orangmudaganjar.kalteng on Instagram: Jangan ragu memilih sosok ...,https://www.instagram.com/p/CoZqOuRgAUz/,orangmudaganjar.kalteng • Original audio,2/8/2023
58,58,"Ganjar Pranowo on Instagram: ""Saya dan Pak Bas lagi mikir keras nyari ...",https://www.instagram.com/p/CobpohSyxCU/,"78.2k Likes, 2,877 Comments - Ganjar Pranowo (@ganjar_pranowo) on Instagram: ""Saya dan Pak Bas lagi mikir keras nyari nama komunitas rambut putih nasional. Tolong bantu usulan…""",2/8/2023
59,59,"Ganjar Pranowo on Instagram: ""Saya dan Pak Bas lagi mikir keras nyari ...",https://www.instagram.com/p/CobpohSyxCU/,"78.2k Likes, 2,877 Comments - Ganjar Pranowo (@ganjar_pranowo) on Instagram: ""Saya dan Pak Bas lagi mikir keras nyari nama komunitas rambut putih nasional. Tolong bantu usulan…""",2/9/2023
60,60,sorotan_ganjar on Instagram: Ini baru pemimpin yg luar biasa~! Tegas!💪,https://www.instagram.com/p/CogW26-p_17/,"Rizky Febian, Ziva Magnolya • Terlukis Indah | jupiter Effect",2/10/2023
61,61,sorotan_ganjar on Instagram: Ini baru pemimpin yg luar biasa~! Tegas!💪,https://www.instagram.com/p/CogW26-p_17/,"Rizky Febian, Ziva Magnolya • Terlukis Indah | jupiter Effect",2/11/2023
62,62,pinterpolitik - Instagram,https://www.instagram.com/p/CotbGMSPnZg/,"Posisi pertama diduduki oleh Ridwan Kamil (RK) dengan 19,9 juta pengikut, selanjutnya disusul oleh Sandiaga Uno dengan 9 juta pengikut, Anies Baswedan 5,8 juta pengikut, dan Ganjar Pranowo 5,4 juta pengikut. Untuk selengkapnya, baca artikelnya melalui link di Bio, IG Story dan Highlights. Share your thoughts di kolom komentar juga ya! 🏼️",2/15/2023
63,63,"PinterPolitik.com on Instagram: ""Para kandidat potensial calon presiden ...",https://www.instagram.com/p/CotbGMSPnZg/,"Para kandidat potensial calon presiden (capres) 2024 seperti Anies Baswedan, Sandiaga Uno, Ridwan Kamil (RK), Prabowo Subianto, dan Ganjar Pranowo terlihat ""narsis"" di media sosial (medsos). Namun, jika dilihat-lihat, Prabowo memiliki gaya ""narsis"" yang sangat berbeda dibandingkan kandidat lainnya.",2/16/2023
64,64,ganjar_pranowo on Instagram: Pertunjukan yang sangat menghibur ...,https://www.instagram.com/p/CowMFpRMC9e/,ganjar_pranowo • Original audio,2/16/2023
65,65,"Lombok Political Research on Instagram: ""Calon presiden yang memiliki ...",https://www.instagram.com/p/Cowtxmwhc-i/,"29 Likes, 1 Comments - Lombok Political Research (@makara.strategi) on Instagram: ""Calon presiden yang memiliki elektabilitas tinggi yaitu Ganjar Pranowo berasal dari PDIP, maka…""",2/16/2023
66,66,ganjar_pranowo on Instagram: Dari Gang Lawang Seketeng menuju Peneleh ...,https://www.instagram.com/p/Cozo1aZpQgZ/,"Dari Gang Lawang Seketeng menuju Peneleh Gang VII ada berjuta cerita tentang bagaimana Indonesia akhirnya menjadi sebuah negara. Di kediaman Sang Raja Tanpa Mahkota, Haji Oemar Said Cokroaminoto ini beberapa pemikir inti pendirian Republik menempa pikiran dan hati. Mungkin inilah kos-kosan paling hebat di negara kita.",2/17/2023
67,67,ganjar_pranowo on Instagram: Pertunjukan yang sangat menghibur ...,https://www.instagram.com/p/CowMFpRMC9e/,ganjar_pranowo • Original audio,2/17/2023
68,68,"Lombok Political Research on Instagram: ""Calon presiden yang memiliki ...",https://www.instagram.com/p/Cowtxmwhc-i/,"29 Likes, 1 Comments - Lombok Political Research (@makara.strategi) on Instagram: ""Calon presiden yang memiliki elektabilitas tinggi yaitu Ganjar Pranowo berasal dari PDIP, maka…""",2/17/2023
69,69,ganjar_pranowo on Instagram: Dari Gang Lawang Seketeng menuju Peneleh ...,https://www.instagram.com/p/Cozo1aZpQgZ/,"Dari Gang Lawang Seketeng menuju Peneleh Gang VII ada berjuta cerita tentang bagaimana Indonesia akhirnya menjadi sebuah negara. Di kediaman Sang Raja Tanpa Mahkota, Haji Oemar Said Cokroaminoto ini beberapa pemikir inti pendirian Republik menempa pikiran dan hati. Mungkin inilah kos-kosan paling hebat di negara kita.",2/18/2023
70,70,"Ganjar Pranowo on Instagram: ""Di Jawa Tengah, kopi bukan hanya di ...",https://www.instagram.com/p/Co0tqrdyj9z/,"Di Jawa Tengah, kopi bukan hanya di Temanggung. Di Indonesia juga bukan hanya Aceh, Bali, Toraja, Flores. Banyak daerah-daerah lain yang punya kopi tidak kalah enaknya. Untuk yang punya produk kopi, silakan bisa ikut #LapakGanjar edisi kali ini. Posting produkmu di feed Instagram dengan syarat sesuai poster. Tag @ganjar_pranowo dan @lapak_ganjar.",2/18/2023
