,index,title,href,body,date
0,0,Ganjar Blak-blakan soal Dana Baznas buat Kader PDIP - Twitter,https://twitter.com/CNNIndonesia/status/1609339713298771968,Ganjar Blak-blakan soal Dana Baznas buat Kader PDIP. 01 Jan 2023 00:04:22,1/1/2023
1,1,"Relawan Ganjar JBI🏋🏻‍♀️ on Twitter: ""Ganjar pemimpin dengan sosok ...",https://twitter.com/ganjar_jbi/status/1609444414065348609,"""Ganjar pemimpin dengan sosok merakyat! #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab""",1/1/2023
2,2,Relawan Ganjar JBI🏋🏻‍♀️ on Twitter,https://twitter.com/ganjar_jbi/status/1609444430062424064,"""Nelayan pesisir ibu kota dukung Ganjar presiden 2024 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab""",1/1/2023
3,3,"🇮🇩🇲🇨 MARQUEZ 🇲🇨🇲🇨 on Twitter: ""Ketum PDIP Megawati Soekarno Putri Akan ...",https://twitter.com/MARQUEZ__93/status/1609399705703960581,"Ketum PDIP Megawati Soekarno Putri Akan Mengumumkan Capres PDIP Tak Jauh dari tgl 10 Januari 2023, Mengerucut ke 2 Nama yaitu GANJAR PRANOWO & PUAN MAHARANI, Yang Dukung GANJAR PRANOWO Like, Retweet dan Komen. Gue Pribadi sampai Dunia Runtuh tetap Dukung GANJAR RI 1 2024 🤲🇮🇩🇮🇩.",1/1/2023
4,4,Relawan Ganjar JBI🏋🏻‍♀️ on Twitter,https://twitter.com/ganjar_jbi/status/1609444407249629187,"""Ganjar berhasil turunkan kemiskinan ekstrem di 5 daerah #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab""",1/1/2023
5,5,"Guntur Setiya Aji on Twitter: ""Seorang pemimpin itu hrs kreatif dlm ...",https://twitter.com/guntur_setiyaji/status/1609362107568656384,"""Seorang pemimpin itu hrs kreatif dlm mencari solusi bukan seenak jidatnya sendiri?apa anda ga malu Mas Ganjar??apa lg anda akan menyakinkan diri jd Presiden tapi tindakan anda ini bukan mencerminkan seorang pemimpin tapi,Ya saya bisa melihat kapasitas anda dalam mencari solusi!!""",1/1/2023
6,6,"Relawan Ganjar JBI🏋🏻‍♀️ on Twitter: ""Ganjar sosok pemimpin penuh ...",https://twitter.com/ganjar_jbi/status/1609792895107715072,"Ganjar sosok pemimpin penuh inovasi dan merakyat #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab. Translate Tweet. 6:05 AM · Jan 2, 2023. 3.",1/2/2023
7,7,Fans Pak Ganjar Pranowo #ganjarpranowofor2024 on Twitter,https://twitter.com/FansPakGanjar/status/1609810399528128514,"""@ganjar_jbi Pak Ganjar layak jadi pemimpin #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab""",1/2/2023
8,8,"Ganjaran app on Twitter: ""Ganjar Pranowo adalah seorang pemimpin yang ...",https://twitter.com/GanjaranApp/status/1609716101570494465,"""Ganjar Pranowo adalah seorang pemimpin yang sangat visioner. Karena mampu memanfaatkan efektivitas teknologi yang berkembang dengan tepat guna untuk menjalankan tugas-tugasnya sebagai seorang gubernur. #GanjarSiap #GanjaranApp #GanjarKita #capres2024 #GanjarPranowo""",1/2/2023
9,9,Ketua Baznas Jateng soal Gaduh Bantuan: Pembunuhan Karakter Ganjar,https://twitter.com/CNNIndonesia/status/1609749942578614273,Ketua Baznas Jateng soal Gaduh Bantuan: Pembunuhan Karakter Ganjar. 02 Jan 2023 03:14:28. Ketua Baznas Jateng soal Gaduh Bantuan: Pembunuhan Karakter Ganjar. 02 Jan 2023 03:14:28 ...,1/2/2023
10,10,"Sahabat Ganjar Jawa Timur Official on Twitter: ""Dukungan dari santri ...",https://twitter.com/SAGA_Jatim/status/1609792808826851333,Dukungan dari santri Jombang buat Pak Ganjar dengan Doa bersama #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab . 02 Jan 2023 06:04:48,1/2/2023
11,11,Narasi Ganjar's Tweets - Twitter,https://twitter.com/NarasiGanjar,Pemimpin yang Cinta Rakyat #GerakanMERAHPUTIH 🇮🇩 ️🇮🇩,1/2/2023
12,12,Sahabat Ganjar Magelang 🇮🇩 on Twitter,https://twitter.com/saga_magelang/status/1609720026810159105,"""Pemimpin BERPRESTASI Saatnya Pak @ganjarpranowo 🇮🇩 terbang lebih tinggi, saatnya Beliau menjadi RI 1 meneruskan estafet kepemimpinan Presiden @jokowi 🇮🇩 . Saatnya Beliau, membawa INDONESIA terbang semakin tinggi dengan penuh prestasi. #capres2024 #ganjarpresiden2024""",1/2/2023
13,13,"Ali Syarief on Twitter: ""Indikator Politik : Elektabilitas Ganjar dan ...",https://twitter.com/alisyarief/status/1610579288851365890,"""Indikator Politik : Elektabilitas Ganjar dan Prabowo Naik, Anies Turun. https://t.co/GgFOH8i3GT""",1/4/2023
14,14,"Sahabat Ganjar Jawa Timur Official on Twitter: ""Ganjar langsung turun ...",https://twitter.com/SAGA_Jatim/status/1610518954686152705,"Ganjar langsung turun ke lokasi banjir, bentuk tanggung jawab kepada rakyat #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah . 04 Jan 2023 06:10:15",1/4/2023
15,15,"tempo.co on Twitter: ""Membedah Survei Capres dan Elektabilitas Jadi ...",https://twitter.com/tempodotco/status/1610658575139106816,Membedah Survei Capres dan Elektabilitas Jadi Rujukan Pilpres 2024? Pengamat Politik Unpad Bilang Begini https://nasional.tempo.co/read/1675849/membedah-survei-capres ...,1/4/2023
16,16,"gw emang kadrun on Twitter: ""Ya Jls Lbh baik Yg Tdk Hbi Tnton Bok..Lah ...",https://twitter.com/Sis89370263/status/1610448505973407745,"Tidak Baik Jadi Pemimpin, Buktinya Jateng Sj Predikat Prop Terkismin. Sama-sama Gubernur, Anies Baswedan VS Ganjar Pranowo Siapa yang Paling Baik Kualitas Kerjanya? 04 Jan 2023 01:30:19",1/4/2023
17,17,"BersamaGanjar on Twitter: ""Pak Ganjar pantas jadi pemimpin 2024 # ...",https://twitter.com/bersama_ganjar/status/1610863835119853569,Pak Ganjar pantas jadi pemimpin 2024 #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab #GanjarPilihanJokowi .,1/5/2023
18,18,"MichelAdam5l5 on Twitter: ""BAGAIMANA SOP PERLISTRIKAN ketika terjadi ...",https://twitter.com/MichelAdam5l5/status/1610806040903450624,"BAGAIMANA SOP PERLISTRIKAN ketika terjadi banjir besar, Pak Banjir Pranowo? Pencegahannya bagaimana? Antisipasinya gimana? Sudah 3 meninggal karena kesetrum saat banjir. Ganjar tak paham urusan kemanusiaan. Ganjar tak layak jadi pemimpin #JokowiSudahGagal #JokowiSudahGagal . 05 Jan 2023 01:11:02",1/5/2023
19,19,"Rani soraya on Twitter: ""KAMPANYE BERBUSA-BUSA SANA SINI, ELEKTABILITAS ...",https://twitter.com/Ranisor/status/1611131918325809152,"kampanye berbusa-busa sana sini, elektabilitas anies malah jatuh - ganjar dan prabowo naik. translate tweet. 2:19. 197 views. 10:45 pm · jan 5, ...",1/5/2023
20,20,Ganjar Pranowo on Twitter,https://twitter.com/ganjarpranowo/status/1611551434163781635,"""Alhamdulillah diberi kesempatan menziarahi guru bangsa, tauladan kita semua KH. Maimoen Zubair di pemakaman Ma'la Makkatul Mukarromah. Di sini pula dimakamkan kakek, ibunda, istri, putra dan para sahabat Rasullullah.""",1/7/2023
21,21,PDIP Kemungkinan Gelar Survei Khusus Soal Usulan Mega Capres 2024 - Twitter,https://twitter.com/CNNIndonesia/status/1612089691645579264,PDIP Kemungkinan Gelar Survei Khusus Soal Usulan Mega Capres 2024. 08 Jan 2023 14:11:48 PDIP Kemungkinan Gelar Survei Khusus Soal Usulan Mega Capres 2024 ... PDIP Kemungkinan Gelar Survei Khusus Soal Usulan Mega Capres 2024. 08 Jan 2023 14:11:48 ...,1/8/2023
22,22,"ceriaselalu😍🇮🇩 on Twitter: ""Indeks kebahagiaan tdk hanya tergantung ...",https://twitter.com/siticeriaselalu/status/1611902379179528192,"Indeks kebahagiaan tdk hanya tergantung pendapatan per kapita tetapi sentuhan hangat Pemimpin nya beserta seluruh upaya sang Gubernur memakmurkan warga nya Aplgi GANJAR PRANOWO selalu menemui mereka, baik ketika bencana maupun menyerahkn bantuan RTLH demi menekn angka kemiskinan . 08 Jan 2023 01:47:29",1/8/2023
23,23,"Relawan Ganjar JBI🏋🏻‍♀️ on Twitter: ""Ganjar sosok pemimpin yang dekat ...",https://twitter.com/ganjar_jbi/status/1612329637929009153,"""Ganjar sosok pemimpin yang dekat dengan rakyat #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab""",1/9/2023
24,24,"SERUAN H7 on Twitter: ""Kalau bicara tentang prestasi maka Ganjar ...",https://twitter.com/seruanhl/status/1612264185555214336,"Kalau bicara tentang prestasi maka Ganjar Pranowo dan Erick Thohir adalah dua sosok pemimpin yang memiliki segudang prestasi. Karenanya, pasangan Ganjar - Erick dinilai sebagai pasangan yang cocok untuk maju di Pilpres 2024. Cc. @erickthohir #BangkitBersamaET . 09 Jan 2023 01:45:10",1/9/2023
25,25,"Zackary Heffner on Twitter: ""pemimpin idaman pak ganjar #ganjarpranowo ...",https://twitter.com/wisacopt/status/1612344100136824833,"""pemimpin idaman pak ganjar #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab""",1/9/2023
26,26,"Insyani on Twitter: ""Ganjar pemimpin yang peduli dengan rakyat # ...",https://twitter.com/Ins_T4nce/status/1612381323540434944,Ganjar pemimpin yang peduli dengan rakyat #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab . 09 Jan 2023 09:30:38,1/9/2023
27,27,"Relawan Ganjar JBI🏋🏻‍♀️ on Twitter: ""Ganjar sosok pemimpin yang dekat ...",https://twitter.com/ganjar_jbi/status/1612691999244656640,Ganjar sosok pemimpin yang dekat dengan rakyat #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab . 10 Jan 2023 06:05:09,1/10/2023
28,28,"Primus on Twitter: ""Mantap ! Dukung Ganjar maju Pilpres 2024 # ...",https://twitter.com/primusanggarata/status/1612676495297908736,Maju terus pak ganjar pranowo untuk pilpres 2024. Leonardo Kikil @KikilLeonardo · Jan 10. Replying to . @primusanggarata. Pak ganjar pranowo untuk kemajuan bangsa Indonesia menjadi lebih baik. PusatKotaMedan ... Pak Ganjar masih favorit masyarakat capres 2024! Hamba Maba,1/10/2023
29,29,Ganjar Pranowo on Twitter,https://twitter.com/ganjarpranowo/status/1612703616275709952,"Ganjar Pranowo. @ganjarpranowo. Pemikiran, perkataan dan perbuatan yang menyatu dengan rakyat itulah perjuangan yang kita lalui. 50 tahun sudah ... Persatuan dengan Jiwa Gotong Royong dan Semangat Api Perjuangan nan Tak Kunjung Padam demi Persatuan Indonesia untuk Indonesia Raya! Merdeka! 16. 20. 140. RofX ... Terima kasih PDIP, Terima kasih ...",1/10/2023
30,30,"Jara_Mbojo on Twitter: ""Dimata saya__Pak Ganjar ini tdk punya Track ...",https://twitter.com/umaralims/status/1612621510518407169,"Dimata saya__Pak Ganjar ini tdk punya Track Record kepemimpinan scr nasional, aplg internasional. Utk mengukur kualitas kecerdasan pemimpin adalah track record. Lalu, ada apa dan knp sosok Ganjar yg disodorkan di pilpres 2024.",1/10/2023
31,31,"FARIZ BASTIAN ARDHANI on Twitter: ""Menurut Analisis Gue GANJAR gak ...",https://twitter.com/ArdhaniFariz/status/1612888821225648128,"Menurut Analisis Gue GANJAR gak Punye TRACK RECORD Kepemimpinan Secara NASIONAL & INTERNASIONAL GANJAR NOL PRESTASI,Padahal utk MENGUKUR KECERDASAN Pemimpin TRACK RECORD & PRESTASINYA Tapi kenapa PILPRES 2024 sama OLIGARKI yg disodorkan GANJAR Bro? Ada apa dgn GANJAR Bro?🤣😁🤣😁 . 10 Jan 2023 19:07:15",1/10/2023
32,32,"Pengarang Puisi™ on Twitter: ""Kalo menurut gue, loe yg kepedean soal ...",https://twitter.com/pengarang_sajak/status/1612838461635178496,"Kalo menurut gue, loe yg kepedean soal rambut putih pasti Ganjar.. 1. Pak Bas.. 2. Mas Budiman.. 3. Mas Pramono Anum kl ga di cat.. 4. Aria Bima.. Dll dll.. Yg di luar PDIP masih banyak.. Jokowi bilang ciri2 pemimpin yg mikirin rakyat ada yg rambutnya smp putih, berkerut.. 10 Jan 2023 15:47:09",1/10/2023
33,33,"Jatim Dukung Ganjar🇮🇩💞 on Twitter: ""Makin kesini makin jelas siapa itu ...",https://twitter.com/JatimDkgGanjar/status/1612792122943635457,Makin kesini makin jelas siapa itu tokoh partai yg DISUKAI akar rumput Tinggal elite partai yg legowo dan bs lapangdada menerima permintaan rakyat Rakyatlah yg merasakan sentuhan pemimpin #GANTARI🇮🇩 . 10 Jan 2023 12:43:00,1/10/2023
34,34,"CNN Indonesia on Twitter: ""Pidato Mega di HUT PDIP: Sinyal Dukung Puan ...",https://twitter.com/CNNIndonesia/status/1612998957617270784,"Pidato Mega di HUT PDIP: Sinyal Dukung Puan, Peringatan untuk Ganjar. Translate Tweet. cnnindonesia.com. ... Pidato Megawati pada HUT PDIP ke-50 dinilai sebagai sinyal akan mengusung Puan pada Pilpres 2024, sekaligus peringatan bagi Ganjar yang bermanuver politik. 2:24 AM · Jan 11, 2023. 26.7K. Views. 14. Retweets. 2. Quote Tweets. 43. Likes ...",1/11/2023
35,35,"DPP PSI on Twitter: ""Dukungan untuk Mas Ganjar Pranowo merupakan ...",https://twitter.com/psi_id/status/1612999733307641856,"Dukungan untuk Mas Ganjar Pranowo merupakan pengakuan dari PSI bahwa senior kami, PDIP, telah menghasilkan para pemimpin hebat. Translate Tweet. 1:54. 230.9K views. 2:27 AM · Jan 11, 2023. 853.5K. Views. 449. ... Bingung..cara konsolidasi dan komunikasi anggota partai dalam nentukan capres gimana hingga jadi gini wkkw. 1. 1.",1/11/2023
36,36,PDIP Terima Maaf PSI yang Mengaku Naif Usung Ganjar Capres 2024 - Twitter,https://twitter.com/CNNIndonesia/status/1613076877232734208,PDIP Terima Maaf PSI yang Mengaku Naif Usung Ganjar Capres 2024. 11 Jan 2023 07:34:31,1/11/2023
37,37,"Lambe Waras on Twitter: ""Geger! Nama dan Ciri2 Ganjar Sama Sekali Tidak ...",https://twitter.com/abu_waras/status/1613040977278832641,"Nama dan Ciri2 Ganjar Sama Sekali Tidak Disebut Megawati di HUT PDIP, dan Tidak Diistimewakan, Bukti Bahwa Mega Sama Sekali Tidak Memperhitungkan Ganjar. Lalu Siapa Capres PDIP Sebenarnya? Translate Tweet. 5:11 AM · Jan 11, 2023. 306.7K. Views. 295. Retweets. 35. Quote Tweets. 1,907. Likes. Sempol",1/11/2023
38,38,"CNN Indonesia on Twitter: ""PSI Minta Maaf ke Megawati Usung Ganjar ...",https://twitter.com/CNNIndonesia/status/1612993659431186433,PSI Minta Maaf ke Megawati Usung Ganjar Capres: Kami Awam dan Naif. 11 Jan 2023 02:03:51,1/11/2023
39,39,"muchlis a rofik on Twitter: ""Efek pencalonan Jokowi pada PDIP.. Jelang ...",https://twitter.com/muchlis_ar/status/1612999856708268034,"Efek pencalonan Jokowi pada PDIP.. Jelang Pilpres 2014, pencalonan Jokowi menambah elektabilitas PDIP 18%. Jika Jokowi tidak dicalonkan, elektabilitas PDIP turun 6,5%. Di Pilpres 2019, Jokowi mengerek elektabilitas PDIP 12%. #KASIHANJokowi. 11 Jan 2023 02:28:28",1/11/2023
40,40,"Budiyanto EP on Twitter: ""RT @abu_waras: Saya atas nama Pribadi, Sangat ...",https://twitter.com/BudiyantoEp/status/1613123786118950918,"RT @abu_waras: Saya atas nama Pribadi, Sangat Mendukung Ibu Mega Sebagai Capres 2024, Sebab Ciri-ciri Seorang Pemimpin ada pada beliau. Semoga Kader-Kader dan Fungsionaris PDIP Bersepakat untuk memilih dan menetapkan Ibu Megawati Soekarno Puteri sebagai Capres 2024. 11 Jan 2023 10:40:55",1/11/2023
41,41,"Lambe Waras on Twitter: ""Saya atas nama Pribadi, Sangat Mendukung Ibu ...",https://twitter.com/abu_waras/status/1613109236111638528,"Saya atas nama Pribadi, Sangat Mendukung Ibu Mega Sebagai Capres 2024, Sebab Ciri-ciri Seorang Pemimpin ada pada beliau. Semoga Kader-Kader dan Fungsionaris PDIP Bersepakat untuk memilih dan menetapkan Ibu Megawati Soekarno Puteri sebagai Capres 2024. 11 Jan 2023 09:43:06",1/11/2023
42,42,Dwi Virgina (@dwi_virgina) / Twitter,https://twitter.com/dwi_virgina,🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩 🇮🇩 Indonesia Raya 🇮🇩 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩 ...,1/11/2023
43,43,"Pengarang Puisi™ on Twitter: ""Ga ada masalah Ganjar dijagokan.. Yang ...",https://twitter.com/pengarang_sajak/status/1613122643523436544,Ga ada masalah Ganjar dijagokan.. Yang masalah itu dikatakan mirip Jokowi tapi ga bs menjabarkan.. Miripnya dimana..? Buat gue jauh.. Jokowi berani push Freeport.. Ganjar..? Bebasin tambang illegal dulu deh secepatnya buat masyarkat.. Kan cari pemimpin harus logis.. 11 Jan 2023 10:36:23,1/11/2023
44,44,"KITA Dukung Pakde Jokowi sampai 2024💪 on Twitter: ""Bu Mega, Pak ...",https://twitter.com/Sherin_Tiara/status/1613125725036638209,"Bu Mega, Pak @ganjarpranowo sdh ngelakuin itu smua sblm Bu Mega bahas ini, krna memang benar sprti yg Ibu Mega katakan, Pemimpin yg baik hrs terjun ke lapangan Langsung, menginap di desa agar tahu permasalahan detail setiap desa/ akar rumput apa saja. Pak Ganjar Joss👍 #GANTARI🇲🇨 . 11 Jan 2023 10:48:37",1/11/2023
45,45,"portal informasi 2 on Twitter: ""Ini baru namanya pemimpin sejati! dia ...",https://twitter.com/2_informasi/status/1613392438961516544,"Ini baru namanya pemimpin sejati! dia akan tetap memperhatikan kesejahteraan rakyatnya, di manapun mereka berada! Pak Ganjar untuk Indonesia !! 🔥🔥 Blacklist | Riska | PDIP | #BABYMONSTER_HARAM | Lawan 10 | WELCOME BABYMONSTER HARAM | Nabrak | #anisd | Biawak | Deglo . 12 Jan 2023 04:28:27",1/12/2023
46,46,Dwi Virgina (@dwi_virgina) / Twitter,https://twitter.com/dwi_virgina,🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩 🇮🇩 Indonesia Raya 🇮🇩 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩 ...,1/12/2023
47,47,"on Twitter: ""Ganjar sudah kerahkan pendukungnya buat serang Megawati ...",https://twitter.com/ekowboy2/status/1613523948251279360,"Ganjar sudah kerahkan pendukungnya buat serang Megawati & PDIP.. Minim prestasi, gagal atasi kemiskinan & banjir.. emang gak layak dicapreskan, siap2 kecewa ya zer!! Translate Tweet. 1:17. 42.3K views. 1:11 PM · Jan 12, 2023 ... Ganjar sudah kerahkan pendukungnya buat serang Megawati & PDIP.. Minim prestasi, gagal atasi kemiskinan & banjir ...",1/12/2023
48,48,"Dari kemarin, mikir kenapa wajah Ganjar lesu dalam acara HUT PDIP ...",https://twitter.com/hipohan/status/1613667637896314880,"Dari kemarin, mikir kenapa wajah Ganjar lesu dalam acara HUT PDIP, tadinya saya kira karena Mega tidak 1x pun sebut namanya meski orasi 2 jam, eh ternyata krn tidak dapat nasi 😴 Translate Tweet 10:42 PM · Jan 12, 2023",1/12/2023
49,49,"on Twitter: ""Perang terbuka Mega VS Ganjar.. Jelas sekali siapa yg ...",https://twitter.com/ekowboy2/status/1613400109680857090,"Perang terbuka Mega VS Ganjar.. Jelas sekali siapa yg dimaksud dalam pidato ketum PDIP tapi GP melawan seolah dapat dukungan kader, jangan dipisah gaes!! Translate Tweet. 0:25. 9.7K views. 0:25. 2.8K views. 4:58 AM · Jan 12, 2023. 17.9K. ... Puan cocok capres dr pdip. 1. 1. 2. Fredy Gunawan",1/12/2023
50,50,"Pace Julvri on Twitter: ""Ganjar seorang pemimpin visioner # ...",https://twitter.com/PJulvri/status/1613805539745763328,Ganjar seorang pemimpin visioner #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab . 13 Jan 2023 07:49:58,1/13/2023
51,51,"SAGA Jatim on Twitter: ""Ini baru pemimpin, sangat peduli dengan ...",https://twitter.com/SAGA__Jatim/status/1613785647277576192,"Ini baru pemimpin, sangat peduli dengan rakyatnya yang butuh bantuan #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab . 13 Jan 2023 06:30:55",1/13/2023
52,52,Ganjar Respons Megawati Beri Sinyal Dukung Puan Capres ... - Twitter,https://twitter.com/CNNIndonesia/status/1613751506045636610,Ganjar Respons Megawati Beri Sinyal Dukung Puan Capres: Otoritas Ketum. 13 Jan 2023 04:15:15,1/13/2023
53,53,Seluruh Papua dan Papua barat. Ingat PDIP adalah yg banyak ...,https://twitter.com/papuamuslim95/status/1614036921222844416,"""Seluruh Papua dan Papua barat. Ingat PDIP adalah yg banyak mengintimidasi rakyat Papua. Memiskinorg Papua bahkan membunuh para pemimpin dan rakyat Papua. Makanya,satukan bahasa kita boikot PDIP agar Indonesia aman dan damai.""",1/13/2023
54,54,"Ganjar Bersama Indonesia on Twitter: ""Ganjar Pranowo mendapat angka ...",https://twitter.com/gpbersamaind0/status/1614060120685817856,"""Ganjar Pranowo mendapat angka elektabilitas tertinggi untuk Pilpres 2024 di kalangan masyarakat Kota Surabaya. #AllegriOut #MalaysiaOpen2023 #생일축하해김카이 Di Maria Donny Liga 2 Miss Universe Live Chat Mega Napoli""",1/14/2023
55,55,"Puan Sebut Tak Masalah Dirinya Tidak Jadi Capres, Pengamat ... - Twitter",https://twitter.com/democrazymedia/status/1614544290180366338,"Puan Sebut Tak Masalah Dirinya Tidak Jadi Capres, Pengamat: Sedang Merendah untuk Naikkan Elektabilitas. 15 Jan 2023 08:45:30",1/15/2023
56,56,"Indah Begitu Indah on Twitter: ""Pemimpin yg baik itu yg bisa memimpin ...",https://twitter.com/TracyPedas/status/1614610374359416835,Pemimpin yg baik itu yg bisa memimpin & punya Program2 yg baik untk kebaikan& kesejahteraan warganya sprti Gubernur Jateng Pak @ganjarpranowo Beliau sukses turunkan inflasi & berhasil stabilkan harga pangan di Jateng berkat program2 Pak Ganjar & jajarannya yg mantul👍 #GANTARI 🇲🇨 . 15 Jan 2023 13:08:05,1/15/2023
57,57,"Wati on Twitter: ""Pak Ganjar memang pemimpin terbaik. #ganjarpranowo # ...",https://twitter.com/Nona_Watimuri/status/1614721961544028160,Pak Ganjar memang pemimpin terbaik. #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab . 15 Jan 2023 20:31:30,1/15/2023
58,58,"Mangun Karso on Twitter: ""hormati tuan rumah adalah sikap seorang ...",https://twitter.com/Mangun666/status/1614632545119002624,"hormati tuan rumah adalah sikap seorang pemimpin yang baik. Congorku mingkem.. harus menahan ketawa, bagaimana kadrun sedang mempromosikan Ganjar. Dan itulah contoh yang baik sebagai tamu. Sikap Tamu Kurang Ajar, pasti melecehkan tuan rumah. Kalo mau kritik. Pakai OTAK, ya drun . 15 Jan 2023 14:36:11",1/15/2023
59,59,"Sahabat Ganjar - Official on Twitter: ""Gubernur Ganjar Pranowo ...",https://twitter.com/sahabatganjar/status/1614969545848156170,"Sahabat Ganjar - Official. @sahabatganjar. Gubernur Ganjar Pranowo menyampaikan apresiasi kepada umat Kristiani, yang terus melakukan aksi konkret dan membantu Pemerintah Jawa Tengah dalam segala situasi. Seperti, kesediaan membantu dan menyiapkan rumah ibadah untuk jadi tempat pengungsian korban banjir.",1/16/2023
60,60,"Ganjar Pranowo for RI 1 2024 on Twitter: ""Ganjar Pranowo pemimpin masa ...",https://twitter.com/ganjarri2024/status/1615238929388797952,"""Ganjar Pranowo pemimpin masa depan #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab""",1/17/2023
61,61,"Herdian Jufri on Twitter: ""Ganjar Pranowo pemimpin hebat untuk kemajuan ...",https://twitter.com/HerdianJufri/status/1615238470401945600,Ganjar Pranowo pemimpin hebat untuk kemajuan Indonesia #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab . 17 Jan 2023 06:43:55,1/17/2023
62,62,"Jeni_Ly again on Twitter: ""Pemimpin itu melayani... 🤗 Maka pak ...",https://twitter.com/i/web/status/1615206353559261184,"""Pemimpin itu melayani... 🤗 Maka pak @ganjarpranowo tidak segan melayani salah satu santri tuna netra, mengambilkan minum.. Pd para santri pak Ganjar berpesan agar punya cita2 tinggi spt yg diharapkan keluarganya saat memondokkan mereka 🙏😉""",1/17/2023
